id,city,question
cad8d6bd,London,What type of accommodation can be found in Earl's Court and West Kensington?
cad8d6bd,London,Are there any 4-star hotels in Earl's Court and West Kensington?
cad8d6bd,London,What is the quality of the cheapest accommodations in Earl's Court and West Kensington?
cad8d6bd,London,Should travellers be cautious when booking the least expensive options in this area?
835ded7a,London,Which airport is located in East London?
835ded7a,London,What is the name of the Olympic park in East London?
835ded7a,London,Which football club is based in East London?
835ded7a,London,Which major shopping centre is located in East London?
835ded7a,London,Which forest area is northeast of East London?
9ab8a579,London,What famous markets can be found in the East End of London?
9ab8a579,London,Which museum is located in the East End of London?
9ab8a579,London,What is the East End of London known for historically?
9ab8a579,London,Which notorious figure is associated with the East End of London?
9ab8a579,London,What kind of establishments and spaces can be found in the East End now?
66043f4a,London,Which type of cuisine is Edgware Road known for?
66043f4a,London,In which area of London is Edgware Road located?
66043f4a,London,What is the nearest tube station to the Middle Eastern restaurants on Edgware Road?
66043f4a,London,"Aside from Marylebone, which other neighbourhood is Edgware Road close to?"
66043f4a,London,What kind of food can I expect to find in restaurants along Edgware Road?
6d5fe11f,London,Who manages the Blue Plaques programme in London?
6d5fe11f,London,When was the first Blue Plaque erected in London?
6d5fe11f,London,How many Blue Plaques are there in London?
6d5fe11f,London,What is the purpose of Blue Plaques in London?
6d5fe11f,London,Who are some notable figures commemorated by Blue Plaques in London?
36346874,London,Do I have to pay to enter most museums in London?
36346874,London,What makes London different from other major cities in terms of museum access?
36346874,London,Is it easy to visit London museums multiple times?
36346874,London,Are there any fees for special or temporary exhibitions in London museums?
36346874,London,What is the usual policy for admission to temporary exhibitions in London?
b46f67ad,London,What kind of cuisine does Busaba Eathai offer?
b46f67ad,London,Which chain is known for its peri-peri style grilled chicken?
b46f67ad,London,What does GBK stand for in the context of burger franchises?
b46f67ad,London,Which Asian food chains are commonly found in London?
b46f67ad,London,Which burger franchises have joined GBK in London?
d2a27920,London,Who created the list of itineraries for tourists in London?
d2a27920,London,What types of attractions are included in the itineraries produced by Transport for London?
d2a27920,London,Are there any iconic transport features in the itineraries?
d2a27920,London,Which organization offers itineraries that incorporate public transport networks?
d2a27920,London,What kind of attractions are highlighted in the itineraries besides famous landmarks?
e1efd8e8,London,Which types of cuisine are famous in the Finsbury Park and Green Lanes areas?
e1efd8e8,London,Which tube stations are closest to the Finsbury Park restaurant area?
e1efd8e8,London,What is the nearest Overground station to Green Lanes for dining out?
e1efd8e8,London,"If I'm craving Turkish food, which area should I visit?"
e1efd8e8,London,Which London neighborhoods are known for Greek and Cypriot restaurants?
4bad8946,London,What kind of information does this section provide about dining in London?
4bad8946,London,Does this text mention any specific restaurants or dishes?
4bad8946,London,Is this guide meant for those who want to dine in or take out?
4bad8946,London,Does the text provide a comprehensive list of all dining options in London?
4bad8946,London,What should travellers refer to if they are interested in eating out in London?
9ed6636d,London,Where can I find information on walking tours in London?
9ed6636d,London,What is the name of the resource that offers a selection of walks across London?
9ed6636d,London,Which resource should I refer to for exploring London on foot?
9ed6636d,London,What does the phrase 'London on foot' refer to in the context of London itineraries?
9ed6636d,London,What type of activities are suggested for seeing London in the 'Itineraries' subsection?
d886c34d,London,Which local chain is known for gourmet hamburgers in London?
d886c34d,London,What type of food is Burger & Lobster renowned for?
d886c34d,London,Is Burger & Lobster a good place to try hamburgers in London?
d886c34d,London,What is special about the hamburgers at Burger & Lobster?
d886c34d,London,Which dish should I try if I visit Burger & Lobster in London?
a8eec538,London,What are the key ingredients in pie and mash?
a8eec538,London,Which pie houses in London are renowned for their pie and mash?
a8eec538,London,What are some traditional Cockney soups?
a8eec538,London,What kind of traditional seafood can be found in London?
a8eec538,London,Which areas of London are mentioned for their pie houses?
2808df32,London,Where can I find recommendations for specific restaurants in London?
2808df32,London,Which part of the guide should I check for restaurant suggestions?
2808df32,London,Are there particular areas in London known for their dining options?
2808df32,London,Should I look at the district articles for restaurant tips?
2808df32,London,What section of the guide mentions specific places to eat in London?
2eb257b1,London,Which river should I look for pubs if I want a great view in London?
2eb257b1,London,What kind of crowds can I expect in the pubs near Bermondsey?
2eb257b1,London,Which historic pub in Wapping claims to be the world’s oldest riverside tavern?
2eb257b1,London,Where can I find a lesser-known cocktail bar in London?
2eb257b1,London,What is the name of the pub that has been in its location since 1520?
cb508b8e,London,When is Gay Pride celebrated in London?
cb508b8e,London,What kind of events are held during Gay Pride in London?
cb508b8e,London,Is there a wide range of gay and lesbian venues to choose from in London?
cb508b8e,London,What month does the annual Gay Pride parade take place in London?
cb508b8e,London,"Besides the parade, what other types of celebrations happen during London's Gay Pride?"
7b66b987,London,What type of cuisine is Golders Green known for?
7b66b987,London,Which tube station should I use to get to Golders Green?
7b66b987,London,Is Golders Green a good place to find Jewish food?
7b66b987,London,"If I'm looking for Jewish cuisine, which area should I visit?"
7b66b987,London,Which neighbourhood is recommended for trying Jewish fare in London?
b1bd6d1e,London,What motorway surrounds most of Greater London?
b1bd6d1e,London,How many London Boroughs are there?
b1bd6d1e,London,Who elects the Mayor of London?
b1bd6d1e,London,What is the difference between the Mayor of London and the Lord Mayor of the City of London?
b1bd6d1e,London,Which London boroughs are mentioned as less well-known?
9973a82a,London,What kind of transportation can be found in Greenwich?
9973a82a,London,Which famous music venue is located in Greenwich?
9973a82a,London,What is the historic significance of Greenwich?
9973a82a,London,What can you see from the southern banks of the Thames in Greenwich?
9973a82a,London,Which museum can be visited in Greenwich?
e3b2ad1f,London,What is the name of the famous theatre in Hackney?
e3b2ad1f,London,Which museum can be found in Hackney?
e3b2ad1f,London,What kind of venues are popular in Hackney's nightlife scene?
e3b2ad1f,London,What is the name of the well-known park located in Hackney?
e3b2ad1f,London,What aspect of culture is thriving in Hackney?
d24836d2,London,Which football clubs are based in Hammersmith and Fulham?
d24836d2,London,What is the name of the palace located in Hammersmith and Fulham?
d24836d2,London,Which popular music venue is situated in Hammersmith and Fulham?
d24836d2,London,What major shopping centre can be found in Hammersmith and Fulham?
d24836d2,London,In which part of London is the borough of Hammersmith and Fulham located?
43c63d71,London,Which famous museum related to psychology can be found in Hampstead?
43c63d71,London,What notable cemetery is located in Hampstead?
43c63d71,London,Which historic house associated with a renowned poet is in Hampstead?
43c63d71,London,What is the name of the popular hill in Hampstead?
43c63d71,London,What large park can be found in Hampstead?
2a81cbeb,London,What part of London is Hampstead Heath located in?
2a81cbeb,London,Is Hampstead Heath a well-maintained park?
2a81cbeb,London,Which area of the heath offers beautiful views of the city skyline?
2a81cbeb,London,What are the closest Tube stations to Hampstead Heath?
2a81cbeb,London,What are the nearest Overground stations to Hampstead Heath?
293f6d49,London,How many restaurants are there on High Street Croydon?
293f6d49,London,Which type of cuisine is most represented with three restaurants on this street?
293f6d49,London,Is there a South African restaurant on this street?
293f6d49,London,What kind of European restaurants can be found on High Street Croydon?
293f6d49,London,Which overground station is closest to High Street Croydon?
87480789,London,What significant legal institutions can be found in the Holborn-Clerkenwell area?
87480789,London,What is the primary function of the Holborn-Clerkenwell district in terms of law?
87480789,London,Which famous dance and performance venue is located in Holborn-Clerkenwell?
87480789,London,What is the role of Holborn-Clerkenwell in relation to London's financial district?
87480789,London,What notable jewelry district is situated in Holborn-Clerkenwell?
aa86f41c,London,What is the approximate size of Holland Park?
aa86f41c,London,Which two Japanese gardens are located in Holland Park?
aa86f41c,London,What kind of wildlife can be spotted in Holland Park?
aa86f41c,London,Which London Underground line stops at Holland Park station?
aa86f41c,London,In which year was the Kyoto Garden established?
8d50395c,London,What are some popular local websites to find holiday rentals in London?
8d50395c,London,Are hotels in London more expensive than in other European cities?
8d50395c,London,What type of self-catering accommodation is commonly available in London?
8d50395c,London,Which website is useful for finding a single room or shared accommodation in London?
8d50395c,London,Are there many self-catering options in central London areas?
0843acf4,London,Which famous London parks are suitable for picnics?
0843acf4,London,What is the notable feature at the Diana Memorial Playground in Kensington Gardens?
0843acf4,London,Is the Diana Memorial Playground free to enter?
0843acf4,London,Which tube stations are close to Hyde Park and Kensington Gardens?
0843acf4,London,What age group is the Diana Memorial Playground designed for?
a83cd798,London,What city is being described as unique and special?
a83cd798,London,What activity has the author done around the world?
a83cd798,London,Which strait is mentioned in the author's travels?
a83cd798,London,Which mountain range in South America is referred to?
a83cd798,London,What makes London stand out to the author?
ea02adee,London,What time do petrol station convenience stores in London start to lock their doors at night?
ea02adee,London,Is it possible to shop at petrol station convenience stores in London after they've closed?
ea02adee,London,How can I purchase items from a locked petrol station convenience store in London late at night?
ea02adee,London,What should I do if I need to buy something from a petrol station convenience store in London after 11 PM?
ea02adee,London,Is there an alternative way to order and pay at London petrol station convenience stores when they are closed?
c3b4a8b5,London,Which areas in London are known for their Indian and Bangladeshi vegetarian options?
c3b4a8b5,London,Can I find vegetarian Thai buffets in Soho?
c3b4a8b5,London,What is the approximate cost for a meal at a vegetarian Thai buffet?
c3b4a8b5,London,Will I find vegetarian dishes at most London restaurants if I'm with non-vegetarian friends?
c3b4a8b5,London,Are there places to eat vegetarian Thai food on Islington High Street?
109ea816,London,Which types of cuisine are grouped together in London?
109ea816,London,Are there specific districts known for certain kinds of food in London?
109ea816,London,"If I'm craving a particular regional cuisine, where should I look in London?"
109ea816,London,Does London have areas dedicated to specific international foods?
109ea816,London,Where can I find clusters of restaurants serving similar regional foods in London?
29a83f45,London,Which was the first gastropub established in London?
29a83f45,London,Where is The Eagle pub located?
29a83f45,London,Which year was The Eagle pub established?
29a83f45,London,What is the favourite newcomer gastropub according to Time Out?
29a83f45,London,In which area of London is The Princess Victoria located?
8231e30a,London,Which areas in London are recommended for a safe night out late at night?
8231e30a,London,"Are there usually many people on the streets in the West End, even in the early morning hours?"
8231e30a,London,What is the general perception of safety in the suburban areas outside central London?
8231e30a,London,Which specific suburban areas in south and east London are considered more dangerous?
8231e30a,London,Are there any notable trouble spots in north-west London?
04cef525,London,Who should I contact if I left my bag on the London Underground?
04cef525,London,"If I forgot my phone in a London black cab, who do I notify?"
04cef525,London,What should I do if I lost an item on the Docklands Light Railway?
04cef525,London,"If I misplaced something on a red London bus, where should I report it?"
04cef525,London,Whom should I contact if I lost an item on a river bus in London?
54460b6f,London,What number should I call in case of an emergency in London?
54460b6f,London,Will I reach the police if I dial 999 in London?
54460b6f,London,Which emergency services can I reach by dialing 112 in London?
54460b6f,London,What will I be asked when I call the emergency number in London?
54460b6f,London,Who will I be connected to if I need an ambulance in London?
cff20380,London,Which part of the underground do most people prefer to stay within?
cff20380,London,What benefit might I find if I stay a bit further from an underground station?
cff20380,London,What is a good alternative to the underground for exploring London?
cff20380,London,Which transport authority's map shows public transport options outside of Zone 1?
cff20380,London,What is the main advantage of taking a bus in London?
11238963,London,Which pub in Bloomsbury is near Tottenham Court Road?
11238963,London,What is the name of the pub that is popular with locals near the British Library?
11238963,London,Which bars in Bloomsbury are known for being budget-friendly for students?
11238963,London,Which pub is close to St Pancras International railway station?
11238963,London,Which bar is located on Euston Road in Bloomsbury?
29887311,London,"What is the maximum price I should pay for a meal of 2 pieces of chicken, chips, and a drink in East London?"
29887311,London,Which famous food can I find on Brick Lane aside from chicken shops?
29887311,London,What are the names of the two famous beigel shops on Brick Lane?
29887311,London,What kind of meat is popular in the beigel sandwiches on Brick Lane?
29887311,London,What is an alternative cheap lunch option available throughout London?
76117d24,London,Which season do colleges and universities in Central London open their residences as hotels?
76117d24,London,What kind of facilities should I expect when staying in these student residences during vacations?
76117d24,London,How do the rates of these residences compare to traditional hotels?
76117d24,London,Will I have personal privacy staying in these residences?
76117d24,London,Are there catering facilities available in these student residences?
ccb07cc9,London,Which football club is associated with Islington?
ccb07cc9,London,What major change has Islington experienced since 1990?
ccb07cc9,London,Is Islington located north or south of Clerkenwell?
ccb07cc9,London,Islington is part of which section of London?
ccb07cc9,London,Is Islington considered part of Inner London?
659f8cb8,London,What range of dining venues can I find in London?
659f8cb8,London,Will I find a place to eat in London that fits my budget?
659f8cb8,London,Does London offer a variety of international cuisines?
659f8cb8,London,Is it challenging to find a suitable restaurant in London?
659f8cb8,London,Are there exclusive restaurants in London that cater to high-end clients?
946603c3,London,Which famous diary writer watched the Great Fire of London from a pub?
946603c3,London,Which pub in Fleet Street has a cellar that dates back to the 13th century?
946603c3,London,Which two pubs on High Holborn are known for their interesting decor?
946603c3,London,Which pub in Hampstead is famous for its historic and literary connections?
946603c3,London,Who is reputed to have frequented The Goose at Catford?
9c76be39,London,What should I do with the zippers on my bag to keep it safe?
9c76be39,London,Is it a good idea to keep my bag open while walking around?
9c76be39,London,Where should I store my important items like my phone and wallet?
9c76be39,London,What kind of sign am I putting up if I leave my bag open?
9c76be39,London,Should I keep my travel documents in the outer compartments of my bag?
62fbb005,London,What type of crimes are common in London according to the text?
62fbb005,London,What items are frequently targeted for theft in London restaurants?
62fbb005,London,What simple action can prevent theft of valuables in London?
62fbb005,London,Which behavior should be avoided regarding cash when in London?
62fbb005,London,"What are most crimes in London described as, according to the provided text?"
c061eb53,London,Which tube station is closest to Kings Street?
c061eb53,London,What is the approximate cost of a two-course lunch at the Thai restaurants on Chiswick High Road?
c061eb53,London,How far is Shepherds Bush from Kings Street on foot?
c061eb53,London,What type of establishments is Shepherds Bush known for in the evenings?
c061eb53,London,What is the street name that extends from Hammersmith Tube Station to Chiswick High Road?
16a4fc8d,London,What type of cuisine is Kingsland Road known for?
16a4fc8d,London,Is Kingsland Road a good place to find budget-friendly Vietnamese food?
16a4fc8d,London,Which specific road in London is notable for affordable Vietnamese dining?
16a4fc8d,London,What kind of food can you find on Kingsland Road at a cheap price?
16a4fc8d,London,Are there any streets in London famous for reasonably priced Vietnamese cuisine?
2a115d29,London,"Which famous department stores are located in Knightsbridge, London?"
2a115d29,London,Is there a food hall in Harrods?
2a115d29,London,Which day of the week do many stores in Knightsbridge close late?
2a115d29,London,What is the name of the tube station for reaching Knightsbridge?
2a115d29,London,What is the other famous department store in Knightsbridge besides Harrods?
15c8371f,London,Which famous cricket ground is located in Lambeth?
15c8371f,London,What is the name of the theatre in Lambeth?
15c8371f,London,Which district in London is known for its Caribbean flavours?
15c8371f,London,Which museum can be found in Lambeth?
15c8371f,London,Which part of Lambeth is known to be LGBT-friendly?
6c1fbb6e,London,Which tube stations are near the Latin American restaurants in Lambeth?
6c1fbb6e,London,What types of cuisines can be found in the restaurants between the South Bank and Brixton in Lambeth?
6c1fbb6e,London,Is Lambeth a good place to find Portuguese restaurants in London?
6c1fbb6e,London,"Which area should I visit for Brazilian restaurants in London, according to the text?"
6c1fbb6e,London,What is the name of the area between the South Bank and Brixton that is known for diverse Latin American restaurants?
03deb499,London,What famous movie events does Leicester Square host?
03deb499,London,Which museums are located in Leicester Square?
03deb499,London,What cultural hub can be found in Leicester Square?
03deb499,London,Is Piccadilly Circus part of Leicester Square?
03deb499,London,Which part of London is known for its theatres?
b797dfa9,London,What are the common social issues in London?
b797dfa9,London,Which item is frequently targeted by thieves in London?
b797dfa9,London,How are mobile phones commonly stolen in London?
b797dfa9,London,What should I enable on my phone to protect it from thieves?
b797dfa9,London,What kind of information might thieves try to access from a stolen phone?
59cf0331,London,What type of establishment is most popular for lunch in London?
59cf0331,London,Which chain is commonly found around London for a quick bite?
59cf0331,London,How can you spot the highly-rated Italian sandwich shops in London?
59cf0331,London,What kind of stores can you find in central London to buy a pre-packed sandwich?
59cf0331,London,Which major supermarkets might you find operating mini-stores in central London?
14bed3ff,London,What position does the London Eye hold among the world's largest observation wheels?
14bed3ff,London,Which side of the Thames is the London Eye located on?
14bed3ff,London,What kind of views does the London Eye offer?
14bed3ff,London,Which tube station is closest to the London Eye?
14bed3ff,London,In which city can you find the London Eye?
d6481285,London,What year was the London Gay and Lesbian Switchboard established?
d6481285,London,What kind of services does the LLGS offer besides counselling?
d6481285,London,What is the contact number for the London Gay and Lesbian Switchboard?
d6481285,London,What types of information does the LLGS provide about London?
d6481285,London,What is the email address for the LLGS?
8a8f43e1,London,What part of London does the South Bank Walk cover?
8a8f43e1,London,Is the South Bank Walk a suitable activity for sightseeing?
8a8f43e1,London,Which side of the river does the South Bank Walk likely follow?
8a8f43e1,London,Would the South Bank Walk be a good choice for a leisurely afternoon in London?
8a8f43e1,London,Does the South Bank Walk offer a view of some of London's prominent areas?
060efbb8,London,Which tube station is closest to the London Transport Museum?
060efbb8,London,Is the London Transport Museum located in Covent Garden?
060efbb8,London,What is the name of the museum near Covent Garden tube station?
060efbb8,London,Which museum can I visit if I get off at Covent Garden tube station?
060efbb8,London,Is there a museum dedicated to London's transport system in the Covent Garden area?
4e5afe43,London,What is the typical fee range included in exchange rates in London?
4e5afe43,London,Is it common for exchange bureaus in London to advertise 'no commission'?
4e5afe43,London,What is a good spread percentage between buy and sell rates for a decent exchange rate?
4e5afe43,London,Is it likely to find an exchange rate with a 1% spread in the UK?
4e5afe43,London,What is the recommended way to get money in London instead of exchanging it?
65e5af9b,London,Is London a good place to visit with kids?
65e5af9b,London,What age group of children might find London easier to navigate?
65e5af9b,London,Is there a guide for less stressful sightseeing with kids in London?
65e5af9b,London,Are there specific tips for visiting London with children over 7?
65e5af9b,London,Can visiting London be stressful for families with kids?
b6653b68,London,Is London considered an expensive city?
b6653b68,London,Can I find ways to save money in London with prior planning?
b6653b68,London,Are basic item prices in London more reasonable than in the Nordic countries?
b6653b68,London,Is London less expensive than Switzerland for basic items?
b6653b68,London,Does London's reputation for being expensive mean there are no affordable options?
3acf2a99,London,Should I ever give cash to strangers on the street in London?
3acf2a99,London,Is it common to encounter con artists in London?
3acf2a99,London,Is it safe to share my bank details with people on the street in London?
3acf2a99,London,What should I avoid doing with my credit card details when approached on the street in London?
3acf2a99,London,Are all people approaching me on the street in London potentially con artists?
6221e7e7,London,Is London's gay scene lively?
6221e7e7,London,Are there many bars and clubs for the LGBTQ+ community in London?
6221e7e7,London,Do most districts in London have gay bars and clubs?
6221e7e7,London,Can I find various LGBTQ+ events in London?
6221e7e7,London,Does London offer a diverse range of gay nightlife options?
7924852e,London,"What are some high-end luxury hotels in London that might cost over £1,000 per night?"
7924852e,London,How does the average cost of hotel accommodation in London compare to other major British cities?
7924852e,London,What kinds of events can cause hotel prices in London to increase?
7924852e,London,Does it help to book accommodation in advance during major sporting tournaments in London?
7924852e,London,What are some of the budget-friendly accommodations options available in London?
32ce19f8,London,Which areas in London are known for their vegan food scenes?
32ce19f8,London,Is it easy to avoid meat-based dishes in London for a week?
32ce19f8,London,What kind of food can I expect to find at London's vegetarian and vegan restaurants?
32ce19f8,London,Will I find plenty of vegetarian and vegan options in London?
32ce19f8,London,Do London's vegetarian and vegan restaurants focus on any specific type of produce?
a63dc70d,London,Which two police forces are responsible for London's law enforcement?
a63dc70d,London,What is the specific area that the Metropolitan Police does not cover?
a63dc70d,London,Which police force is in charge of the City of London?
a63dc70d,London,Who patrols the Tube and other railways in London?
a63dc70d,London,What is the abbreviated name for the Metropolitan Police?
d860872e,London,Which city is being described as huge?
d860872e,London,What type of articles are the individual listings found in?
d860872e,London,What is the name of the city where the overview is presented?
d860872e,London,What does the text suggest about the size of London?
d860872e,London,Why are individual listings not presented in this overview?
e7828be0,London,What is the average cost of a pint of lager or Guinness in a typical London pub?
e7828be0,London,Which pub crawl is the biggest operator in London and where does it start from?
e7828be0,London,How much can a traveller expect to save by joining a pub crawl in London?
e7828be0,London,Why are pubs near major tourist spots in London generally more expensive?
e7828be0,London,What is the general price range for a drink in London compared to the rest of the UK?
6594dcdb,London,What types of drinking establishments are common in London?
6594dcdb,London,Which online resource can help me find out about London's nightlife?
6594dcdb,London,Is there a magazine that covers cultural events in London?
6594dcdb,London,What is the name of the weekly magazine that provides information on London's nightlife?
6594dcdb,London,What kind of events can I learn about through View London and Time Out?
5debbaca,London,Which famous street in London is known for its flagship clothing stores?
5debbaca,London,What kind of clothing shops can be found on Brick Lane?
5debbaca,London,Is London known for its fashion scene?
5debbaca,London,What variety of clothing shops does London offer?
5debbaca,London,Which area in London is known for its tiny boutiques?
9711ad2b,London,Which city's museums and galleries are being discussed?
9711ad2b,London,What is the entry fee for the listed museums and galleries in London?
9711ad2b,London,Are there any charges for general admission to these London attractions?
9711ad2b,London,What type of venues are listed for London?
9711ad2b,London,Is there a cost for entering the mentioned museums and galleries in London?
6975ba8c,London,Is London generally stressful for kids?
6975ba8c,London,What age group might find London easier to navigate?
6975ba8c,London,Is there a guide for less stressful sightseeing with children in London?
6975ba8c,London,Are there specific challenges mentioned for visiting London with children?
6975ba8c,London,Does the text suggest any benefits of visiting London with children over a certain age?
8cd1aa0f,London,What currency is used in London?
8cd1aa0f,London,Is the British pound sterling used in London?
8cd1aa0f,London,Does London share its currency with the rest of the UK?
8cd1aa0f,London,What is the official currency of the UK?
8cd1aa0f,London,Who uses the British pound sterling in this context?
389ec0f1,London,Which tube stop should I use to get to Lordship Lane?
389ec0f1,London,What type of cuisine is prevalent on Lordship Lane?
389ec0f1,London,Are there any highly rated gastropubs on Lordship Lane?
389ec0f1,London,Which part of London is Lordship Lane located in?
389ec0f1,London,Is Lordship Lane known for a variety of European restaurants?
1c93c72c,London,Which pub chains in London are known for reasonable prices and good drink promotions?
1c93c72c,London,What are the locals' sentiments towards chain pubs in London?
1c93c72c,London,Which pubs in Central London are recommended for cheap beer?
1c93c72c,London,Are there specific areas in Central London where Sam Smith pubs are located?
1c93c72c,London,When are you most likely to find drink promotions at chain pubs in London?
544db8e0,London,Who designed Marble Arch?
544db8e0,London,What material was used to build Marble Arch?
544db8e0,London,Where is Marble Arch located in London?
544db8e0,London,Which tube station is closest to Marble Arch?
544db8e0,London,Which major streets intersect near Marble Arch?
ee13b6ac,London,What is the name of the upmarket retailer that operates food halls called 'Simply Food' in London?
ee13b6ac,London,Where are the 'Simply Food' halls located in London?
ee13b6ac,London,What types of food are typically found in smaller 'Simply Food' stores in train stations?
ee13b6ac,London,Are basic necessities like bread and milk available in 'Simply Food' stores?
ee13b6ac,London,What is the focus of smaller 'Simply Food' stores in terms of product offerings?
a5c38a3d,London,Which famous wax museum is located in the Mayfair-Marylebone area?
a5c38a3d,London,What large park can be found in the Mayfair-Marylebone district?
a5c38a3d,London,Which renowned art institution is situated in Mayfair-Marylebone?
a5c38a3d,London,Is Oxford Street located in central London's Mayfair-Marylebone area?
a5c38a3d,London,Which famous street in the Mayfair-Marylebone district is known for its tailoring?
2f38a0d0,London,What type of dining options are covered in this section for London?
2f38a0d0,London,Does this section include budget-friendly places to eat in London?
2f38a0d0,London,Are there any high-end restaurant recommendations in this part?
2f38a0d0,London,Is this section focused on specific types of cuisine in London?
2f38a0d0,London,Are there any quick bite or street food suggestions in this part for London?
e4458202,London,Which chain in London is known for its vegetarian options?
e4458202,London,What dish can I try at Sutton and Sons in Hackney if I'm looking for a vegan twist on a British classic?
e4458202,London,Which part of London is Sutton and Sons located in?
e4458202,London,What kind of breakfast can I find in various cafes around London that caters to vegetarians?
e4458202,London,What is the name of the vegan dish featuring a British favourite at Sutton and Sons?
65347924,London,What is the name of the museum near Barbican tube station?
65347924,London,Which tube stations are closest to the Museum of London?
65347924,London,Is the Museum of London located near St. Paul's tube station?
65347924,London,What is the specific subsection that mentions the Museum of London?
65347924,London,Which museum can be accessed by taking the tube to Barbican or St. Paul's?
80179dfd,London,Which tube station is closest to the Museum of London Docklands?
80179dfd,London,Is the Museum of London Docklands located near West India Quay?
80179dfd,London,What kind of attraction is the Museum of London Docklands?
80179dfd,London,Will I find the Museum of London Docklands in the 'See' section of London attractions?
80179dfd,London,Is the Museum of London Docklands categorized under 'Museums and galleries'?
d8d13ce1,London,Should I exchange my currency on Leicester Square?
d8d13ce1,London,Is it a good idea to change money on Tottenham Court Road?
d8d13ce1,London,Which places in London might have unreliable exchange rates?
d8d13ce1,London,Who determines the rates in Leicester Square and Tottenham Court Road?
d8d13ce1,London,Is it safe to change money with street vendors in Tottenham Court Road?
e02ee21b,London,What type of artwork is primarily displayed at the National Gallery in London?
e02ee21b,London,Which centuries are covered by the collections at the National Gallery?
e02ee21b,London,What is the nearest Tube station to the National Gallery?
e02ee21b,London,What specific tradition do the paintings at the National Gallery belong to?
e02ee21b,London,What is the focus of the collection at the National Gallery in London?
430aea78,London,What is the name of the maritime museum in London?
430aea78,London,Is the National Maritime Museum located in London?
430aea78,London,Does London have a museum dedicated to maritime history?
430aea78,London,Which museum in London would I visit to learn about naval history?
430aea78,London,Can I find maritime artifacts in the National Maritime Museum in London?
f6d0286e,London,Which tube station is closest to the National Portrait Gallery?
f6d0286e,London,Is the National Portrait Gallery located in London?
f6d0286e,London,What type of attraction is the National Portrait Gallery?
f6d0286e,London,Am I looking at the 'See' section for the National Portrait Gallery?
f6d0286e,London,Will I find the National Portrait Gallery listed under Museums and galleries?
bdb4a8fb,London,Which tube station is closest to the Natural History Museum?
bdb4a8fb,London,Is the Natural History Museum located in London?
bdb4a8fb,London,What type of attraction is the Natural History Museum?
bdb4a8fb,London,Can I find the Natural History Museum in the 'See' section of the London guide?
bdb4a8fb,London,Is the Natural History Museum listed under 'Museums and galleries' in the travel guide?
37282c47,London,What kind of public transport issues do scammers in London usually claim to have?
37282c47,London,Where would people genuinely in need of help due to a lost Travelcard likely go?
37282c47,London,What is another common scenario where scammers might ask for change in London?
37282c47,London,How do scammers with fake injuries in London typically respond when offered help?
37282c47,London,What should you do if approached by someone asking for money for public transport or phone calls in London?
d07f9999,London,Where can I find the necessary paperwork for tax reclaim in central London?
d07f9999,London,What type of stores in central London can help with tax reclaim paperwork?
d07f9999,London,At what point in my journey can I reclaim tax on my purchases?
d07f9999,London,What facility within big department stores in central London assists with tax reclaim paperwork?
d07f9999,London,What is the process for reclaiming tax on purchases made in central London stores?
bf8a3c11,London,What determines the prices in tax-free shops at the airport?
bf8a3c11,London,Why might the goods at tax-free shops have different sizes than in regular stores?
bf8a3c11,London,What kinds of brands are typically offered in tax-free shops?
bf8a3c11,London,Are non-brand items like simple sunglasses usually available in tax-free shops?
bf8a3c11,London,Where am I likely to find better shopping deals instead of tax-free shops?
473cd499,London,Which area in London has nightclubs with similar music policies?
473cd499,London,What kind of promotions are available around Leicester Square for club entry?
473cd499,London,Is Cafe De Paris a well-known club in the Leicester Square area?
473cd499,London,What is the 1 Big Night Out event in Leicester Square?
473cd499,London,Is Ruby Blue one of the notable nightclubs in Leicester Square?
270b2bda,London,What kind of music can I find in London's nightclubs?
270b2bda,London,Is there a variety of music genres in Central London's nightclubs?
270b2bda,London,Do different districts in London focus on specific types of music?
270b2bda,London,Is nightlife important to London's culture?
270b2bda,London,Are there many nightclubs to choose from in Central London?
7ab6a21b,London,What is the approximate population of Greater London?
7ab6a21b,London,Which river flows through London?
7ab6a21b,London,What kind of attractions is London known for among visitors?
7ab6a21b,London,In which part of England is London located?
7ab6a21b,London,"What was London originally, historically speaking?"
d930d41b,London,What is the name of the famous football stadium located in North London?
d930d41b,London,Which museum dedicated to the Royal Air Force can be found in North London?
d930d41b,London,What is the name of the historic woodland area in North London?
d930d41b,London,Which popular football club is based in North London?
d930d41b,London,Which iconic palace is situated in North London?
5fe9b4c4,London,Do hostels in London typically include breakfast?
5fe9b4c4,London,Are hostels the cheapest accommodation option in London?
5fe9b4c4,London,Can I prepare my own meals in London hostels?
5fe9b4c4,London,Will I have to share my room with others in a London hostel?
5fe9b4c4,London,Are London hostels generally unpleasant to stay in?
d148957c,London,What museum can be found in Notting Hill-North Kensington that focuses on design?
d148957c,London,Is there a market in the Notting Hill-North Kensington area known for fruits and antiques?
d148957c,London,Which event in Notting Hill is renowned worldwide and features a carnival?
d148957c,London,"Aside from the Design Museum, what other museum is located in Notting Hill-North Kensington?"
d148957c,London,What is notable about the population of Notting Hill-North Kensington?
a81c9517,London,What's the most iconic British meal to try in London?
a81c9517,London,Are the tourist pubs the best place to enjoy fish and chips in London?
a81c9517,London,Where are the top-rated fish and chips shops typically found in London?
